Move,Depth,Value,Alpha,Beta
root,0,-Infinity,-Infinity,Infinity
F5,1,Infinity,-Infinity,Infinity
E4,2,0,-Infinity,Infinity
F5,1,0,-Infinity,0
E5,2,0,-Infinity,0
F5,1,0,-Infinity,0
E6,2,0,-Infinity,0
F5,1,0,-Infinity,0
F4,2,0,-Infinity,0
F5,1,0,-Infinity,0
F6,2,-5,-Infinity,0
F5,1,-5,-Infinity,-5
F7,2,-5,-Infinity,-5
F5,1,-5,-Infinity,-5
G4,2,0,-Infinity,-5
F5,1,-5,-Infinity,-5
G5,2,-5,-Infinity,-5
F5,1,-5,-Infinity,-5
G7,2,-505,-Infinity,-5
F5,1,-505,-Infinity,-505
G8,2,0,-Infinity,-505
F5,1,-505,-Infinity,-505
G9,2,0,-Infinity,-505
F5,1,-505,-Infinity,-505
H5,2,-6,-Infinity,-505
F5,1,-505,-Infinity,-505
H6,2,-50,-Infinity,-505
F5,1,-505,-Infinity,-505
H9,2,-1,-Infinity,-505
F5,1,-505,-Infinity,-505
H10,2,0,-Infinity,-505
F5,1,-505,-Infinity,-505
H11,2,0,-Infinity,-505
F5,1,-505,-Infinity,-505
I5,2,-1,-Infinity,-505
F5,1,-505,-Infinity,-505
I11,2,-5,-Infinity,-505
F5,1,-505,-Infinity,-505
J5,2,-1,-Infinity,-505
F5,1,-505,-Infinity,-505
J6,2,-5,-Infinity,-505
F5,1,-505,-Infinity,-505
J11,2,-1000,-Infinity,-505
F5,1,-1000,-Infinity,-1000
K6,2,0,-Infinity,-1000
F5,1,-1000,-Infinity,-1000
K7,2,-501,-Infinity,-1000
F5,1,-1000,-Infinity,-1000
K8,2,-11,-Infinity,-1000
F5,1,-1000,-Infinity,-1000
K9,2,-7,-Infinity,-1000
F5,1,-1000,-Infinity,-1000
K10,2,-11,-Infinity,-1000
F5,1,-1000,-Infinity,-1000
K11,2,-1,-Infinity,-1000
F5,1,-1000,-Infinity,-1000
root,0,-1000,-1000,Infinity
F6,1,Infinity,-1000,Infinity
E5,2,0,-1000,Infinity
F6,1,0,-1000,0
E6,2,0,-1000,0
F6,1,0,-1000,0
E7,2,0,-1000,0
F6,1,0,-1000,0
F5,2,-1,-1000,0
F6,1,-1,-1000,-1
F7,2,-5,-1000,-1
F6,1,-5,-1000,-5
G5,2,-5,-1000,-5
F6,1,-5,-1000,-5
G7,2,-505,-1000,-5
F6,1,-505,-1000,-505
G8,2,0,-1000,-505
F6,1,-505,-1000,-505
G9,2,0,-1000,-505
F6,1,-505,-1000,-505
H5,2,-6,-1000,-505
F6,1,-505,-1000,-505
H6,2,-10,-1000,-505
F6,1,-505,-1000,-505
H9,2,-1,-1000,-505
F6,1,-505,-1000,-505
H10,2,0,-1000,-505
F6,1,-505,-1000,-505
H11,2,0,-1000,-505
F6,1,-505,-1000,-505
I5,2,-1,-1000,-505
F6,1,-505,-1000,-505
I11,2,-5,-1000,-505
F6,1,-505,-1000,-505
J5,2,-1,-1000,-505
F6,1,-505,-1000,-505
J6,2,-5,-1000,-505
F6,1,-505,-1000,-505
J11,2,-1000,-1000,-505
F6,1,-1000,-1000,-505
root,0,-1000,-1000,Infinity
F7,1,Infinity,-1000,Infinity
E6,2,0,-1000,Infinity
F7,1,0,-1000,0
E7,2,0,-1000,0
F7,1,0,-1000,0
E8,2,0,-1000,0
F7,1,0,-1000,0
F5,2,-1,-1000,0
F7,1,-1,-1000,-1
F6,2,-5,-1000,-1
F7,1,-5,-1000,-5
