Move,Depth,Value
root,0,-Infinity
G7,1,Infinity
F6,2,-Infinity
E5,3,-450
F6,2,-450
E6,3,-450
F6,2,-450
E7,3,-450
F6,2,-450
F5,3,-450
F6,2,-450
F7,3,-445
F6,2,-445
F8,3,-445
F6,2,-445
G5,3,-450
F6,2,-445
G6,3,-445
F6,2,-445
G8,3,-440
F6,2,-440
G9,3,-449
F6,2,-440
H6,3,-445
F6,2,-440
H7,3,-444
F6,2,-440
H9,3,-440
F6,2,-440
H10,3,-449
F6,2,-440
I6,3,-450
F6,2,-440
I8,3,-348
F6,2,-348
I10,3,-445
F6,2,-348
J6,3,-449
F6,2,-348
J7,3,-449
F6,2,-348
J9,3,-445
F6,2,-348
J10,3,550
F6,2,550
K6,3,-449
F6,2,550
K9,3,-450
F6,2,550
L6,3,-399
F6,2,550
L7,3,-395
F6,2,550
L9,3,-445
F6,2,550
M6,3,-400
F6,2,550
M9,3,-399
F6,2,550
N6,3,-449
F6,2,550
N7,3,-439
F6,2,550
N9,3,-440
F6,2,550
O6,3,-450
F6,2,550
O8,3,-440
F6,2,550
O9,3,-400
F6,2,550
P6,3,-450
F6,2,550
P8,3,-450
F6,2,550
Q6,3,-450
F6,2,550
Q7,3,-450
F6,2,550
Q8,3,-450
F6,2,550
G7,1,550
F7,2,-Infinity
E6,3,50
F7,2,50
E7,3,50
F7,2,50
E8,3,50
F7,2,50
F6,3,5050
F7,2,5050
F8,3,55
F7,2,5050
G6,3,55
F7,2,5050
G8,3,60
F7,2,5050
G9,3,51
F7,2,5050
H6,3,55
F7,2,5050
H7,3,55
F7,2,5050
H9,3,60
F7,2,5050
H10,3,51
F7,2,5050
I6,3,50
F7,2,5050
I8,3,152
F7,2,5050
I10,3,55
F7,2,5050
J6,3,51
F7,2,5050
J7,3,51
F7,2,5050
J9,3,55
F7,2,5050
J10,3,5050
F7,2,5050
K6,3,51
F7,2,5050
K9,3,50
F7,2,5050
L6,3,101
F7,2,5050
L7,3,105
F7,2,5050
L9,3,55
F7,2,5050
M6,3,100
F7,2,5050
M9,3,101
F7,2,5050
N6,3,51
F7,2,5050
N7,3,61
F7,2,5050
N9,3,60
F7,2,5050
O6,3,50
F7,2,5050
O8,3,60
F7,2,5050
O9,3,100
F7,2,5050
P6,3,50
F7,2,5050
P8,3,50
F7,2,5050
Q6,3,50
F7,2,5050
Q7,3,50
F7,2,5050
Q8,3,50
F7,2,5050
G7,1,550
F8,2,-Infinity
E7,3,50
F8,2,50
E8,3,50
F8,2,50
E9,3,50
F8,2,50
F6,3,5050
F8,2,5050
F7,3,55
F8,2,5050
F9,3,50
F8,2,5050
G6,3,55
F8,2,5050
G8,3,56
F8,2,5050
G9,3,51
F8,2,5050
H6,3,51
F8,2,5050
H7,3,56
F8,2,5050
H9,3,60
F8,2,5050
H10,3,51
F8,2,5050
I6,3,50
F8,2,5050
I8,3,152
F8,2,5050
I10,3,55
F8,2,5050
J6,3,51
F8,2,5050
J7,3,51
F8,2,5050
J9,3,55
F8,2,5050
J10,3,5050
F8,2,5050
K6,3,51
F8,2,5050
K9,3,50
F8,2,5050
L6,3,101
F8,2,5050
L7,3,105
F8,2,5050
L9,3,55
F8,2,5050
M6,3,100
F8,2,5050
M9,3,101
F8,2,5050
N6,3,51
F8,2,5050
N7,3,61
F8,2,5050
N9,3,60
F8,2,5050
O6,3,50
F8,2,5050
O8,3,60
F8,2,5050
O9,3,100
F8,2,5050
P6,3,50
F8,2,5050
P8,3,50
F8,2,5050
Q6,3,50
F8,2,5050
Q7,3,50
F8,2,5050
Q8,3,50
F8,2,5050
G7,1,550
G6,2,-Infinity
F5,3,50
G6,2,50
F6,3,5050
G6,2,5050
F7,3,55
G6,2,5050
F8,3,55
G6,2,5050
G5,3,50
G6,2,5050
G8,3,56
G6,2,5050
G9,3,51
G6,2,5050
H5,3,50
G6,2,5050
H6,3,55
G6,2,5050
H7,3,56
G6,2,5050
H9,3,60
G6,2,5050
H10,3,51
G6,2,5050
I6,3,50
G6,2,5050
I8,3,152
G6,2,5050
I10,3,55
G6,2,5050
J6,3,51
G6,2,5050
J7,3,51
G6,2,5050
J9,3,55
G6,2,5050
J10,3,5050
G6,2,5050
K6,3,51
G6,2,5050
K9,3,50
G6,2,5050
L6,3,101
G6,2,5050
L7,3,105
G6,2,5050
L9,3,55
G6,2,5050
M6,3,100
G6,2,5050
M9,3,101
G6,2,5050
N6,3,51
G6,2,5050
N7,3,61
G6,2,5050
N9,3,60
G6,2,5050
O6,3,50
G6,2,5050
O8,3,60
G6,2,5050
O9,3,100
G6,2,5050
P6,3,50
G6,2,5050
P8,3,50
G6,2,5050
Q6,3,50
G6,2,5050
Q7,3,50
G6,2,5050
Q8,3,50
G6,2,5050
G7,1,550
G8,2,-Infinity
F6,3,5050
G8,2,5050
F7,3,55
G8,2,5050
F8,3,55
G8,2,5050
F9,3,50
G8,2,5050
G6,3,51
G8,2,5050
G9,3,51
G8,2,5050
H6,3,55
G8,2,5050
H7,3,56
G8,2,5050
H9,3,60
G8,2,5050
H10,3,51
G8,2,5050
I6,3,50
G8,2,5050
I8,3,151
G8,2,5050
I10,3,55
G8,2,5050
J6,3,51
G8,2,5050
J7,3,51
G8,2,5050
J9,3,55
G8,2,5050
J10,3,5050
G8,2,5050
K6,3,51
G8,2,5050
K9,3,50
G8,2,5050
L6,3,101
G8,2,5050
L7,3,105
G8,2,5050
L9,3,55
G8,2,5050
M6,3,100
G8,2,5050
M9,3,101
G8,2,5050
N6,3,51
G8,2,5050
N7,3,61
G8,2,5050
N9,3,60
G8,2,5050
O6,3,50
G8,2,5050
O8,3,60
G8,2,5050
O9,3,100
G8,2,5050
P6,3,50
G8,2,5050
P8,3,50
G8,2,5050
Q6,3,50
G8,2,5050
Q7,3,50
G8,2,5050
Q8,3,50
G8,2,5050
G7,1,550
G9,2,-Infinity
F6,3,5050
G9,2,5050
F7,3,55
G9,2,5050
F8,3,55
G9,2,5050
F9,3,50
G9,2,5050
F10,3,50
G9,2,5050
G6,3,55
G9,2,5050
G8,3,56
G9,2,5050
G10,3,50
G9,2,5050
H6,3,55
G9,2,5050
H7,3,56
G9,2,5050
H9,3,56
G9,2,5050
H10,3,51
G9,2,5050
I6,3,50
G9,2,5050
I8,3,152
G9,2,5050
I10,3,55
G9,2,5050
J6,3,51
G9,2,5050
J7,3,51
G9,2,5050
J9,3,55
G9,2,5050
J10,3,5050
G9,2,5050
K6,3,51
G9,2,5050
K9,3,50
G9,2,5050
L6,3,101
G9,2,5050
L7,3,105
G9,2,5050
L9,3,55
G9,2,5050
M6,3,100
G9,2,5050
M9,3,101
G9,2,5050
N6,3,51
G9,2,5050
N7,3,61
G9,2,5050
N9,3,60
G9,2,5050
O6,3,50
G9,2,5050
O8,3,60
G9,2,5050
O9,3,100
G9,2,5050
P6,3,50
G9,2,5050
P8,3,50
G9,2,5050
Q6,3,50
G9,2,5050
Q7,3,50
G9,2,5050
Q8,3,50
G9,2,5050
G7,1,550
H6,2,-Infinity
F6,3,5000
H6,2,5000
F7,3,5
H6,2,5000
F8,3,1
H6,2,5000
G5,3,500
H6,2,5000
G6,3,5
H6,2,5000
G8,3,10
H6,2,5000
G9,3,1
H6,2,5000
H5,3,0
H6,2,5000
H7,3,2
H6,2,5000
H9,3,10
H6,2,5000
H10,3,1
H6,2,5000
I5,3,0
H6,2,5000
I6,3,0
H6,2,5000
I8,3,102
H6,2,5000
I10,3,5
H6,2,5000
J6,3,1
H6,2,5000
J7,3,1
H6,2,5000
J9,3,5
H6,2,5000
J10,3,5000
H6,2,5000
K6,3,1
H6,2,5000
K9,3,500
H6,2,5000
L6,3,51
H6,2,5000
L7,3,55
H6,2,5000
L9,3,5
H6,2,5000
M6,3,50
H6,2,5000
M9,3,51
H6,2,5000
N6,3,1
H6,2,5000
N7,3,11
H6,2,5000
N9,3,10
H6,2,5000
O6,3,0
H6,2,5000
O8,3,10
H6,2,5000
O9,3,50
H6,2,5000
P6,3,0
H6,2,5000
P8,3,0
H6,2,5000
Q6,3,0
H6,2,5000
Q7,3,0
H6,2,5000
Q8,3,0
H6,2,5000
G7,1,550
H7,2,-Infinity
F6,3,5049
H7,2,5049
F7,3,50
H7,2,5049
F8,3,54
H7,2,5049
G6,3,54
H7,2,5049
G8,3,59
H7,2,5049
G9,3,50
H7,2,5049
H6,3,54
H7,2,5049
H9,3,55
H7,2,5049
H10,3,50
H7,2,5049
I6,3,49
H7,2,5049
I8,3,151
H7,2,5049
I10,3,54
H7,2,5049
J6,3,50
H7,2,5049
J7,3,50
H7,2,5049
J9,3,54
H7,2,5049
J10,3,5049
H7,2,5049
K6,3,50
H7,2,5049
K9,3,49
H7,2,5049
L6,3,100
H7,2,5049
L7,3,104
H7,2,5049
L9,3,54
H7,2,5049
M6,3,99
H7,2,5049
M9,3,100
H7,2,5049
N6,3,50
H7,2,5049
N7,3,60
H7,2,5049
N9,3,59
H7,2,5049
O6,3,49
H7,2,5049
O8,3,59
H7,2,5049
O9,3,99
H7,2,5049
P6,3,49
H7,2,5049
P8,3,49
H7,2,5049
Q6,3,49
H7,2,5049
Q7,3,49
H7,2,5049
Q8,3,49
H7,2,5049
G7,1,550
H9,2,-Infinity
F6,3,5050
H9,2,5050
F7,3,55
H9,2,5050
F8,3,55
H9,2,5050
G6,3,55
H9,2,5050
G8,3,60
H9,2,5050
G9,3,51
H9,2,5050
G10,3,50
H9,2,5050
H6,3,55
H9,2,5050
H7,3,52
H9,2,5050
H10,3,51
H9,2,5050
I6,3,50
H9,2,5050
I8,3,152
H9,2,5050
I10,3,55
H9,2,5050
J6,3,51
H9,2,5050
J7,3,51
H9,2,5050
J9,3,51
H9,2,5050
J10,3,5050
H9,2,5050
K6,3,51
H9,2,5050
K9,3,50
H9,2,5050
L6,3,101
H9,2,5050
L7,3,105
H9,2,5050
L9,3,55
H9,2,5050
M6,3,100
H9,2,5050
M9,3,101
H9,2,5050
N6,3,51
H9,2,5050
N7,3,61
H9,2,5050
N9,3,60
H9,2,5050
O6,3,50
H9,2,5050
O8,3,60
H9,2,5050
O9,3,100
H9,2,5050
P6,3,50
H9,2,5050
P8,3,50
H9,2,5050
Q6,3,50
H9,2,5050
Q7,3,50
H9,2,5050
Q8,3,50
H9,2,5050
G7,1,550
H10,2,-Infinity
